PestName,ScientificName,HostCrop,RecommendedPesticide,ApplicationMethod
Yellow Mosaic Virus,Species 19. Genus,Jute,Mancozeb,Micro-Encapsulation
Aphids,Species 08. Genus,Soybean,Imidacloprid,Pressure Spray
Aphids,Species 15. Genus,Soybean,Fipronil,Broadcast Spray
Cutworm,Species 15. Genus,Gram,Ethoprophos,Seed Treatment
Stem Borer,Species 09. Genus,Wheat,Spinetoram,Seed Treatment
Fruit Fly,Species 05. Genus,Chili,Carbendazim,Granular Soil
Stem Borer,Species 01. Genus,Rice,Bacillus thuringiensis,Spot Treatment
Smut,Species 16. Genus,Soybean,Chlorpyrifos,Dust Application
Scale Insect,Species 11. Genus,Maize,Carbendazim,Root Dip
Leafhopper,Species 16. Genus,Tea,Ethoprophos,Dipping
Root Rot,Species 05. Genus,Tea,Carbendazim,Ultra-Low Volume
Nematode,Species 18. Genus,Chili,Deltamethrin,Foliar Spray
Cutworm,Species 09. Genus,Maize,Metalaxyl,Pressure Spray
Mites,Species 02. Genus,Chili,Bacillus thuringiensis,Foliar Spray
Leafhopper,Species 01. Genus,Groundnut,Mancozeb,Granular Soil
Thrips,Species 07. Genus,Wheat,Bifenthrin,Foliar Spray
Root Rot,Species 19. Genus,Cotton,Imidacloprid,Foliar Spray
Fruit Fly,Species 17. Genus,Rice,Thiophanate-methyl,Seed Treatment
Smut,Species 05. Genus,Gram,Carbendazim,Root Dip
Wilt,Species 16. Genus,Wheat,Deltamethrin,Root Dip
Rust,Species 14. Genus,Sugarcane,Thiophanate-methyl,Pressure Spray
Pod Borer,Species 03. Genus,Rice,Spinetoram,Foliar Spray
Aphids,Species 09. Genus,Maize,Metalaxyl,Hand Spraying
Thrips,Species 09. Genus,Cotton,Spirotetramat,Thermal Fogging
Whitefly,Species 10. Genus,Onion,Lambda-cyhalothrin,Dust Application
Blast,Species 14. Genus,Rice,Spirotetramat,Broadcast Spray
Whitefly,Species 10. Genus,Wheat,Bacillus thuringiensis,Foliar Spray
Fruit Fly,Species 09. Genus,Coffee,Azoxystrobin,Soil Drench
Whitefly,Species 06. Genus,Cotton,Fipronil,Trunk Injection
Blast,Species 08. Genus,Groundnut,Cypermethrin,Soil Drench
Fruit Fly,Species 10. Genus,Lentil,Flubendiamide,Electrostatic Spray
Stem Borer,Species 02. Genus,Cotton,Bacillus thuringiensis,Dipping
Nematode,Species 09. Genus,Potato,Azoxystrobin,Aerosol
Pod Borer,Species 03. Genus,Wheat,Spirotetramat,Granular Soil
Cutworm,Species 08. Genus,Soybean,Deltamethrin,Thermal Fogging
Blast,Species 07. Genus,Soybean,Tebuconazole,Banding
Root Rot,Species 10. Genus,Soybean,Imidacloprid,Aerosol
Bollworm,Species 18. Genus,Cotton,Bifenthrin,Dipping
Mites,Species 07. Genus,Mustard,Mancozeb,Thermal Fogging
Stem Borer,Species 19. Genus,Wheat,Metalaxyl,Soil Drench
Cutworm,Species 13. Genus,Maize,Bifenthrin,Seed Treatment
Pod Borer,Species 15. Genus,Mango,Imidacloprid,Banding
Yellow Mosaic Virus,Species 07. Genus,Soybean,Fipronil,Root Dip
Pod Borer,Species 19. Genus,Soybean,Tebuconazole,Hand Spraying
Armyworm,Species 03. Genus,Tea,Imidacloprid,Root Dip
Leafhopper,Species 12. Genus,Rice,Tebuconazole,Broadcast Spray
Whitefly,Species 16. Genus,Banana,Carbendazim,Soil Drench
Pod Borer,Species 02. Genus,Cotton,Tebuconazole,Soil Drench
Yellow Mosaic Virus,Species 16. Genus,Soybean,Metalaxyl,Electrostatic Spray
Smut,Species 08. Genus,Banana,Neem Oil,Ultra-Low Volume
Rust,Species 11. Genus,Banana,Cypermethrin,Bait Application
Thrips,Species 08. Genus,Sugarcane,Pyriproxyfen,Spot Treatment
Rust,Species 01. Genus,Maize,Chlorpyrifos,Trunk Injection
Bollworm,Species 07. Genus,Wheat,Cypermethrin,Bait Application
Thrips,Species 12. Genus,Soybean,Spirotetramat,Hand Spraying
Aphids,Species 13. Genus,Maize,Imidacloprid,Spot Treatment
Stem Borer,Species 02. Genus,Tea,Carbendazim,Chemigation
Mites,Species 15. Genus,Rice,Thiophanate-methyl,Dust Application
Yellow Mosaic Virus,Species 02. Genus,Sugarcane,Thiophanate-methyl,Thermal Fogging
Whitefly,Species 09. Genus,Cotton,Bifenthrin,Hand Spraying
Whitefly,Species 17. Genus,Jute,Flubendiamide,Chemigation
Stem Borer,Species 07. Genus,Wheat,Deltamethrin,Micro-Encapsulation
Armyworm,Species 11. Genus,Soybean,Lambda-cyhalothrin,Dipping
Aphids,Species 14. Genus,Groundnut,Flubendiamide,Pressure Spray
Yellow Mosaic Virus,Species 01. Genus,Tea,Fipronil,Hand Spraying
Root Rot,Species 17. Genus,Soybean,Spirotetramat,Dipping
Leafhopper,Species 12. Genus,Rice,Cypermethrin,Chemigation
Pod Borer,Species 11. Genus,Soybean,Thiophanate-methyl,Seed Treatment
Mites,Species 07. Genus,Gram,Mancozeb,Soil Drench
Thrips,Species 20. Genus,Wheat,Metalaxyl,Bait Application
Rust,Species 02. Genus,Wheat,Flubendiamide,Electrostatic Spray
Whitefly,Species 16. Genus,Chili,Cypermethrin,Soil Drench
Root Rot,Species 18. Genus,Soybean,Bifenthrin,Dipping
Cutworm,Species 05. Genus,Mustard,Spirotetramat,Micro-Encapsulation
Leafhopper,Species 12. Genus,Jute,Thiophanate-methyl,Ultra-Low Volume
Rust,Species 13. Genus,Wheat,Bifenthrin,Seed Treatment
Stem Borer,Species 08. Genus,Soybean,Neem Oil,Root Dip
Stem Borer,Species 10. Genus,Groundnut,Fipronil,Aerosol
Smut,Species 10. Genus,Wheat,Flubendiamide,Trunk Injection
Blast,Species 08. Genus,Wheat,Mancozeb,Banding
Rust,Species 02. Genus,Maize,Mancozeb,Soil Drench
Bollworm,Species 20. Genus,Cotton,Bacillus thuringiensis,Micro-Encapsulation
Pod Borer,Species 10. Genus,Soybean,Flubendiamide,Spot Treatment
Wilt,Species 03. Genus,Cotton,Flubendiamide,Banding
Mites,Species 20. Genus,Soybean,Metalaxyl,Foliar Spray
Root Rot,Species 02. Genus,Mango,Neem Oil,Spot Treatment
Mealybug,Species 02. Genus,Lentil,Azoxystrobin,Pressure Spray
Wilt,Species 02. Genus,Soybean,Pyriproxyfen,Banding
Stem Borer,Species 04. Genus,Lentil,Mancozeb,Root Dip
Root Rot,Species 15. Genus,Maize,Tebuconazole,Pressure Spray
Bollworm,Species 15. Genus,Jute,Tebuconazole,Bait Application
Nematode,Species 06. Genus,Cotton,Imidacloprid,Banding
Blast,Species 05. Genus,Cotton,Chlorpyrifos,Granular Soil
Yellow Mosaic Virus,Species 11. Genus,Lentil,Cypermethrin,Soil Drench
Smut,Species 07. Genus,Tomato,Mancozeb,Pressure Spray
Leafhopper,Species 10. Genus,Maize,Lambda-cyhalothrin,Bait Application
Mites,Species 07. Genus,Soybean,Bifenthrin,Root Dip
Fruit Fly,Species 02. Genus,Wheat,Bacillus thuringiensis,Micro-Encapsulation
Thrips,Species 20. Genus,Coffee,Tebuconazole,Thermal Fogging
Scale Insect,Species 09. Genus,Tea,Cypermethrin,Bait Application
Thrips,Species 16. Genus,Cotton,Thiophanate-methyl,Trunk Injection
Thrips,Species 17. Genus,Banana,Azoxystrobin,Dust Application
Blast,Species 18. Genus,Potato,Lambda-cyhalothrin,Bait Application
Smut,Species 10. Genus,Maize,Flubendiamide,Broadcast Spray
Yellow Mosaic Virus,Species 04. Genus,Soybean,Flubendiamide,Aerosol
Stem Borer,Species 07. Genus,Wheat,Cypermethrin,Electrostatic Spray
Aphids,Species 20. Genus,Cabbage,Bacillus thuringiensis,Chemigation
Armyworm,Species 18. Genus,Wheat,Metalaxyl,Electrostatic Spray
Smut,Species 09. Genus,Groundnut,Carbendazim,Spot Treatment
Aphids,Species 05. Genus,Chili,Neem Oil,Trunk Injection
Armyworm,Species 16. Genus,Potato,Lambda-cyhalothrin,Soil Drench
Yellow Mosaic Virus,Species 06. Genus,Maize,Lambda-cyhalothrin,Dipping
Cutworm,Species 20. Genus,Onion,Mancozeb,Micro-Encapsulation
Stem Borer,Species 09. Genus,Tomato,Lambda-cyhalothrin,Soil Drench
Smut,Species 06. Genus,Onion,Tebuconazole,Root Dip
Armyworm,Species 02. Genus,Soybean,Chlorpyrifos,Ultra-Low Volume
Leafhopper,Species 16. Genus,Wheat,Neem Oil,Spot Treatment
Blast,Species 07. Genus,Groundnut,Lambda-cyhalothrin,Broadcast Spray
Armyworm,Species 12. Genus,Maize,Azoxystrobin,Pressure Spray
Nematode,Species 14. Genus,Cotton,Flubendiamide,Hand Spraying
Bollworm,Species 20. Genus,Mustard,Tebuconazole,Broadcast Spray
Rust,Species 19. Genus,Rice,Imidacloprid,Spot Treatment
Leafhopper,Species 12. Genus,Tea,Lambda-cyhalothrin,Granular Soil
Rust,Species 12. Genus,Maize,Carbendazim,Banding
Rust,Species 19. Genus,Wheat,Spinetoram,Dipping
Mites,Species 10. Genus,Wheat,Cypermethrin,Aerosol
Nematode,Species 18. Genus,Maize,Imidacloprid,Foliar Spray
Aphids,Species 05. Genus,Wheat,Flubendiamide,Aerosol
Stem Borer,Species 10. Genus,Soybean,Spinetoram,Seed Treatment
Thrips,Species 14. Genus,Maize,Bifenthrin,Broadcast Spray
Mealybug,Species 02. Genus,Cabbage,Thiophanate-methyl,Seed Treatment
Wilt,Species 12. Genus,Onion,Bifenthrin,Dust Application
Stem Borer,Species 07. Genus,Jute,Fipronil,Aerosol
Whitefly,Species 03. Genus,Rice,Tebuconazole,Seed Treatment
Aphids,Species 03. Genus,Wheat,Deltamethrin,Spot Treatment
Mites,Species 07. Genus,Maize,Carbendazim,Trunk Injection
Yellow Mosaic Virus,Species 06. Genus,Rice,Deltamethrin,Dust Application
Cutworm,Species 11. Genus,Coffee,Imidacloprid,Pressure Spray
Scale Insect,Species 13. Genus,Rice,Pyriproxyfen,Dipping
Thrips,Species 08. Genus,Wheat,Neem Oil,Banding
Smut,Species 10. Genus,Sugarcane,Ethoprophos,Granular Soil
Cutworm,Species 05. Genus,Jute,Metalaxyl,Foliar Spray
Bollworm,Species 15. Genus,Onion,Cypermethrin,Ultra-Low Volume
Nematode,Species 03. Genus,Wheat,Deltamethrin,Seed Treatment
Scale Insect,Species 15. Genus,Tomato,Metalaxyl,Spot Treatment
Mealybug,Species 06. Genus,Maize,Ethoprophos,Aerosol
Yellow Mosaic Virus,Species 05. Genus,Cabbage,Ethoprophos,Granular Soil
Blast,Species 08. Genus,Coffee,Bifenthrin,Trunk Injection
Smut,Species 02. Genus,Soybean,Fipronil,Root Dip
Root Rot,Species 16. Genus,Rice,Ethoprophos,Ultra-Low Volume
Smut,Species 14. Genus,Rice,Thiophanate-methyl,Thermal Fogging
Nematode,Species 02. Genus,Cotton,Fipronil,Seed Treatment
Mites,Species 04. Genus,Gram,Cypermethrin,Soil Drench
Cutworm,Species 12. Genus,Soybean,Ethoprophos,Micro-Encapsulation
Fruit Fly,Species 02. Genus,Soybean,Carbendazim,Thermal Fogging
Root Rot,Species 14. Genus,Banana,Azoxystrobin,Banding
Mites,Species 20. Genus,Soybean,Ethoprophos,Dipping
Whitefly,Species 02. Genus,Maize,Bacillus thuringiensis,Electrostatic Spray
Root Rot,Species 05. Genus,Maize,Metalaxyl,Trunk Injection
Whitefly,Species 02. Genus,Soybean,Azoxystrobin,Pressure Spray
Mites,Species 14. Genus,Sugarcane,Ethoprophos,Dust Application
Mites,Species 19. Genus,Cotton,Fipronil,Banding
Root Rot,Species 09. Genus,Coffee,Tebuconazole,Pressure Spray
Smut,Species 05. Genus,Groundnut,Flubendiamide,Hand Spraying
Mealybug,Species 18. Genus,Tea,Metalaxyl,Bait Application
Mites,Species 11. Genus,Rice,Spirotetramat,Trunk Injection
Whitefly,Species 01. Genus,Jute,Thiophanate-methyl,Chemigation
Root Rot,Species 19. Genus,Mango,Neem Oil,Aerosol
Blast,Species 07. Genus,Cabbage,Spirotetramat,Spot Treatment
Nematode,Species 07. Genus,Cotton,Bifenthrin,Foliar Spray
Stem Borer,Species 07. Genus,Wheat,Fipronil,Dust Application
Thrips,Species 19. Genus,Potato,Carbendazim,Seed Treatment
Root Rot,Species 07. Genus,Rice,Carbendazim,Chemigation
Mealybug,Species 12. Genus,Rice,Fipronil,Hand Spraying
Rust,Species 10. Genus,Rice,Tebuconazole,Granular Soil
Fruit Fly,Species 12. Genus,Tomato,Bacillus thuringiensis,Banding
Rust,Species 18. Genus,Rice,Lambda-cyhalothrin,Foliar Spray
Mealybug,Species 11. Genus,Cotton,Carbendazim,Thermal Fogging
Nematode,Species 02. Genus,Soybean,Spirotetramat,Ultra-Low Volume
Cutworm,Species 11. Genus,Rice,Cypermethrin,Aerosol
Leafhopper,Species 16. Genus,Wheat,Thiophanate-methyl,Trunk Injection
Blast,Species 03. Genus,Sugarcane,Tebuconazole,Chemigation
Whitefly,Species 06. Genus,Cotton,Flubendiamide,Banding
Mites,Species 01. Genus,Cotton,Metalaxyl,Root Dip
Yellow Mosaic Virus,Species 01. Genus,Wheat,Fipronil,Soil Drench
Bollworm,Species 15. Genus,Soybean,Mancozeb,Soil Drench
Mites,Species 14. Genus,Rice,Deltamethrin,Ultra-Low Volume
Aphids,Species 01. Genus,Gram,Pyriproxyfen,Dust Application
Bollworm,Species 03. Genus,Soybean,Neem Oil,Electrostatic Spray
Nematode,Species 11. Genus,Wheat,Spirotetramat,Spot Treatment
Smut,Species 20. Genus,Cotton,Chlorpyrifos,Hand Spraying
Wilt,Species 20. Genus,Potato,Lambda-cyhalothrin,Thermal Fogging
Blast,Species 19. Genus,Rice,Tebuconazole,Foliar Spray
Nematode,Species 19. Genus,Rice,Fipronil,Pressure Spray
Fruit Fly,Species 07. Genus,Wheat,Cypermethrin,Soil Drench
Cutworm,Species 11. Genus,Wheat,Deltamethrin,Seed Treatment
Mites,Species 01. Genus,Cotton,Bifenthrin,Pressure Spray
Mites,Species 13. Genus,Mustard,Flubendiamide,Foliar Spray
Scale Insect,Species 06. Genus,Potato,Ethoprophos,Thermal Fogging
Leafhopper,Species 18. Genus,Soybean,Thiophanate-methyl,Banding
Whitefly,Species 16. Genus,Soybean,Bifenthrin,Pressure Spray
Pod Borer,Species 14. Genus,Lentil,Metalaxyl,Micro-Encapsulation
Blast,Species 08. Genus,Jute,Fipronil,Trunk Injection
Cutworm,Species 12. Genus,Soybean,Flubendiamide,Dust Application
Wilt,Species 09. Genus,Banana,Fipronil,Hand Spraying
Smut,Species 14. Genus,Cotton,Carbendazim,Broadcast Spray
Leafhopper,Species 13. Genus,Sugarcane,Spirotetramat,Spot Treatment
Fruit Fly,Species 10. Genus,Soybean,Lambda-cyhalothrin,Thermal Fogging
Pod Borer,Species 05. Genus,Cabbage,Chlorpyrifos,Ultra-Low Volume
Root Rot,Species 08. Genus,Wheat,Neem Oil,Trunk Injection
Scale Insect,Species 03. Genus,Rice,Thiophanate-methyl,Thermal Fogging
Scale Insect,Species 15. Genus,Maize,Fipronil,Spot Treatment
Aphids,Species 14. Genus,Soybean,Flubendiamide,Broadcast Spray
Whitefly,Species 04. Genus,Coffee,Spinetoram,Micro-Encapsulation
Rust,Species 20. Genus,Wheat,Thiophanate-methyl,Ultra-Low Volume
Fruit Fly,Species 07. Genus,Tomato,Bifenthrin,Ultra-Low Volume
Leafhopper,Species 12. Genus,Banana,Ethoprophos,Dipping
Mites,Species 16. Genus,Cotton,Mancozeb,Hand Spraying
Wilt,Species 08. Genus,Maize,Tebuconazole,Bait Application
Cutworm,Species 05. Genus,Sugarcane,Neem Oil,Foliar Spray
Blast,Species 20. Genus,Maize,Carbendazim,Micro-Encapsulation
Nematode,Species 03. Genus,Maize,Metalaxyl,Electrostatic Spray
Scale Insect,Species 10. Genus,Cotton,Flubendiamide,Root Dip
Bollworm,Species 18. Genus,Soybean,Bacillus thuringiensis,Hand Spraying
Cutworm,Species 04. Genus,Cotton,Pyriproxyfen,Ultra-Low Volume
Wilt,Species 12. Genus,Maize,Tebuconazole,Banding
Wilt,Species 05. Genus,Cabbage,Pyriproxyfen,Micro-Encapsulation
Fruit Fly,Species 16. Genus,Potato,Spirotetramat,Broadcast Spray
Aphids,Species 09. Genus,Mango,Carbendazim,Trunk Injection
Mites,Species 17. Genus,Maize,Chlorpyrifos,Electrostatic Spray
Aphids,Species 20. Genus,Soybean,Cypermethrin,Foliar Spray
Whitefly,Species 08. Genus,Jute,Tebuconazole,Bait Application
Scale Insect,Species 15. Genus,Rice,Spinetoram,Dust Application
Armyworm,Species 10. Genus,Cotton,Fipronil,Aerosol
Mites,Species 03. Genus,Soybean,Metalaxyl,Seed Treatment
Pod Borer,Species 14. Genus,Soybean,Flubendiamide,Pressure Spray
Aphids,Species 07. Genus,Cotton,Flubendiamide,Seed Treatment
Rust,Species 15. Genus,Wheat,Neem Oil,Dipping
Thrips,Species 07. Genus,Cabbage,Bacillus thuringiensis,Aerosol
Smut,Species 06. Genus,Coffee,Metalaxyl,Electrostatic Spray
Wilt,Species 18. Genus,Maize,Metalaxyl,Pressure Spray
Pod Borer,Species 06. Genus,Coffee,Fipronil,Electrostatic Spray
Scale Insect,Species 04. Genus,Maize,Flubendiamide,Granular Soil
Nematode,Species 02. Genus,Banana,Metalaxyl,Broadcast Spray
Aphids,Species 08. Genus,Potato,Tebuconazole,Dust Application
Blast,Species 15. Genus,Cotton,Neem Oil,Bait Application
Mites,Species 06. Genus,Wheat,Pyriproxyfen,Trunk Injection
Whitefly,Species 07. Genus,Cotton,Spinetoram,Pressure Spray
Whitefly,Species 09. Genus,Wheat,Spirotetramat,Thermal Fogging
Mealybug,Species 05. Genus,Onion,Azoxystrobin,Chemigation
Nematode,Species 07. Genus,Rice,Neem Oil,Micro-Encapsulation
Stem Borer,Species 16. Genus,Lentil,Mancozeb,Dipping
Stem Borer,Species 13. Genus,Groundnut,Bifenthrin,Foliar Spray
Aphids,Species 17. Genus,Soybean,Flubendiamide,Granular Soil
Scale Insect,Species 18. Genus,Cabbage,Flubendiamide,Seed Treatment
Wilt,Species 18. Genus,Maize,Carbendazim,Foliar Spray
Rust,Species 01. Genus,Mango,Chlorpyrifos,Dipping
Nematode,Species 04. Genus,Cabbage,Ethoprophos,Trunk Injection
Armyworm,Species 09. Genus,Wheat,Bacillus thuringiensis,Chemigation
Thrips,Species 12. Genus,Banana,Carbendazim,Bait Application
Nematode,Species 07. Genus,Soybean,Spirotetramat,Ultra-Low Volume
Aphids,Species 20. Genus,Wheat,Metalaxyl,Bait Application
Cutworm,Species 17. Genus,Rice,Lambda-cyhalothrin,Ultra-Low Volume
Aphids,Species 09. Genus,Tomato,Deltamethrin,Granular Soil
Whitefly,Species 07. Genus,Lentil,Carbendazim,Electrostatic Spray
Nematode,Species 04. Genus,Gram,Bacillus thuringiensis,Electrostatic Spray
Root Rot,Species 20. Genus,Soybean,Mancozeb,Micro-Encapsulation
Pod Borer,Species 01. Genus,Rice,Bifenthrin,Pressure Spray
Mites,Species 07. Genus,Cotton,Bifenthrin,Foliar Spray
Fruit Fly,Species 14. Genus,Chili,Deltamethrin,Broadcast Spray
Smut,Species 14. Genus,Maize,Spinetoram,Root Dip
Thrips,Species 18. Genus,Mango,Bifenthrin,Dust Application
Wilt,Species 15. Genus,Rice,Deltamethrin,Dust Application
Mealybug,Species 01. Genus,Mango,Deltamethrin,Ultra-Low Volume
Mites,Species 14. Genus,Banana,Azoxystrobin,Root Dip
Aphids,Species 04. Genus,Lentil,Deltamethrin,Dipping
Smut,Species 20. Genus,Lentil,Flubendiamide,Foliar Spray
Yellow Mosaic Virus,Species 16. Genus,Tomato,Mancozeb,Foliar Spray
Bollworm,Species 02. Genus,Wheat,Pyriproxyfen,Electrostatic Spray
Fruit Fly,Species 08. Genus,Lentil,Pyriproxyfen,Soil Drench
Mealybug,Species 02. Genus,Maize,Spinetoram,Trunk Injection
Rust,Species 12. Genus,Soybean,Mancozeb,Dipping
Aphids,Species 12. Genus,Wheat,Mancozeb,Micro-Encapsulation
Armyworm,Species 11. Genus,Wheat,Fipronil,Trunk Injection
Thrips,Species 17. Genus,Rice,Fipronil,Soil Drench
Aphids,Species 10. Genus,Maize,Neem Oil,Hand Spraying
Yellow Mosaic Virus,Species 02. Genus,Jute,Carbendazim,Chemigation
Mealybug,Species 15. Genus,Rice,Metalaxyl,Root Dip
Scale Insect,Species 09. Genus,Maize,Pyriproxyfen,Dust Application
Pod Borer,Species 02. Genus,Tea,Mancozeb,Foliar Spray
Mites,Species 06. Genus,Wheat,Bifenthrin,Spot Treatment
Whitefly,Species 07. Genus,Tomato,Chlorpyrifos,Spot Treatment
Whitefly,Species 04. Genus,Rice,Imidacloprid,Trunk Injection
Wilt,Species 16. Genus,Maize,Imidacloprid,Broadcast Spray
Fruit Fly,Species 04. Genus,Sugarcane,Metalaxyl,Micro-Encapsulation
Wilt,Species 08. Genus,Maize,Tebuconazole,Electrostatic Spray
Smut,Species 19. Genus,Wheat,Neem Oil,Bait Application
Mites,Species 06. Genus,Jute,Ethoprophos,Pressure Spray
Stem Borer,Species 09. Genus,Rice,Azoxystrobin,Foliar Spray
Nematode,Species 02. Genus,Wheat,Spirotetramat,Dipping
Nematode,Species 14. Genus,Banana,Spirotetramat,Bait Application
Scale Insect,Species 01. Genus,Cotton,Chlorpyrifos,Broadcast Spray
Stem Borer,Species 17. Genus,Sugarcane,Lambda-cyhalothrin,Chemigation
Mites,Species 05. Genus,Cotton,Flubendiamide,Trunk Injection
Pod Borer,Species 14. Genus,Potato,Chlorpyrifos,Soil Drench
Pod Borer,Species 17. Genus,Maize,Pyriproxyfen,Root Dip
Smut,Species 03. Genus,Cotton,Mancozeb,Chemigation
Nematode,Species 16. Genus,Maize,Pyriproxyfen,Broadcast Spray
Mites,Species 10. Genus,Gram,Ethoprophos,Dipping
Fruit Fly,Species 07. Genus,Soybean,Chlorpyrifos,Bait Application
Thrips,Species 09. Genus,Maize,Ethoprophos,Bait Application
Scale Insect,Species 13. Genus,Rice,Spirotetramat,Granular Soil
Yellow Mosaic Virus,Species 17. Genus,Tomato,Mancozeb,Thermal Fogging
Mites,Species 02. Genus,Lentil,Metalaxyl,Aerosol
Smut,Species 12. Genus,Cotton,Bifenthrin,Broadcast Spray
Root Rot,Species 14. Genus,Cotton,Ethoprophos,Bait Application
Wilt,Species 05. Genus,Maize,Imidacloprid,Dipping
Cutworm,Species 04. Genus,Tomato,Flubendiamide,Chemigation
Scale Insect,Species 18. Genus,Cotton,Flubendiamide,Broadcast Spray
Wilt,Species 05. Genus,Wheat,Spirotetramat,Dust Application
Mites,Species 09. Genus,Wheat,Imidacloprid,Broadcast Spray
Thrips,Species 11. Genus,Cabbage,Spinetoram,Granular Soil
Nematode,Species 02. Genus,Maize,Bacillus thuringiensis,Granular Soil
Nematode,Species 04. Genus,Cotton,Chlorpyrifos,Spot Treatment
Pod Borer,Species 09. Genus,Maize,Spirotetramat,Aerosol
Whitefly,Species 12. Genus,Soybean,Ethoprophos,Broadcast Spray
Aphids,Species 05. Genus,Wheat,Metalaxyl,Chemigation
Stem Borer,Species 12. Genus,Rice,Lambda-cyhalothrin,Trunk Injection
Blast,Species 10. Genus,Cotton,Flubendiamide,Bait Application
Whitefly,Species 05. Genus,Groundnut,Carbendazim,Hand Spraying
Scale Insect,Species 16. Genus,Rice,Bifenthrin,Chemigation
Fruit Fly,Species 14. Genus,Maize,Pyriproxyfen,Ultra-Low Volume
Nematode,Species 01. Genus,Soybean,Tebuconazole,Root Dip
Aphids,Species 11. Genus,Mustard,Mancozeb,Aerosol
Fruit Fly,Species 09. Genus,Wheat,Neem Oil,Dust Application
Scale Insect,Species 17. Genus,Rice,Ethoprophos,Pressure Spray
Leafhopper,Species 06. Genus,Wheat,Deltamethrin,Ultra-Low Volume
Mites,Species 06. Genus,Cotton,Imidacloprid,Seed Treatment
Smut,Species 06. Genus,Rice,Cypermethrin,Banding
Scale Insect,Species 08. Genus,Wheat,Neem Oil,Granular Soil
Fruit Fly,Species 20. Genus,Soybean,Metalaxyl,Hand Spraying
Fruit Fly,Species 20. Genus,Potato,Pyriproxyfen,Hand Spraying
Mealybug,Species 11. Genus,Onion,Flubendiamide,Dipping
Bollworm,Species 18. Genus,Soybean,Bacillus thuringiensis,Root Dip
Root Rot,Species 10. Genus,Mustard,Bifenthrin,Soil Drench
Scale Insect,Species 02. Genus,Wheat,Carbendazim,Aerosol
Fruit Fly,Species 12. Genus,Potato,Thiophanate-methyl,Broadcast Spray
Rust,Species 08. Genus,Wheat,Deltamethrin,Spot Treatment
Scale Insect,Species 06. Genus,Soybean,Fipronil,Trunk Injection
Scale Insect,Species 02. Genus,Maize,Spinetoram,Root Dip
Leafhopper,Species 07. Genus,Jute,Metalaxyl,Foliar Spray
Leafhopper,Species 09. Genus,Chili,Mancozeb,Chemigation
Root Rot,Species 08. Genus,Wheat,Pyriproxyfen,Chemigation
Thrips,Species 02. Genus,Jute,Chlorpyrifos,Bait Application
Cutworm,Species 03. Genus,Potato,Bacillus thuringiensis,Banding
Mites,Species 18. Genus,Rice,Deltamethrin,Broadcast Spray
